pid,location,activity,start_time,end_time,duration_sec,actual_concentration,expected_concentration,perceived_distraction,purpose_of_using_smartphone
p25,강의실,수업,1558662843527 ,1558662889635 ,45,3,3,1,수업 끝나고 폰 확인
p32,강의실,공부,1558659799546 ,1558663010667 ,3211,3,3,3,면접스타디후 연락확인
p4,자취방,공부,1558660090573 ,1558663155833 ,3064,4,4,4,토익 rc다풀고카톡
p6,수영장,수영,1558658468166 ,1558663213491 ,4745,4,4,4,카톡에 답장하기 위하여
p16,연구실,실험,1558662880550 ,1558663308153 ,427,5,5,3,연구 노트 작성 중 실험 내용 확인
p13,집,휴식,1558661223082 ,1558663353771 ,2131,4,4,2,영상시청
p33,기숙사,수면,1558656595401 ,1558663640704 ,7045,5,5,4,모닝콜 울려서
p5,학교,근로,1558662845080 ,1558663769169 ,924,4,4,2,카톡
p1,병원,물리치료,1558662157050 ,1558663826173 ,1669,4,5,1,
p22,집,수면,1558660190564 ,1558663827284 ,3636,1,1,4,
p15,강의실,수업,1558664134343 ,1558664141323 ,159,3,3,3,
p6,기숙사,교통수단,1558664043049 ,1558664216730 ,174,4,4,3,스쿠터 타고 기숙사 옴. 카톡 답장하려고
p5,학교,근로,1558664158283 ,1558664347831 ,190,4,4,2,1카톡
p7,집,미용,1558664466277 ,1558664478331 ,36,3,4,4,
p4,자취방,공부,1558663626827 ,1558664519456 ,892,4,4,4,
p16,식당,식사,1558663976338 ,1558664542188 ,566,3,3,1,
p19,식당,식사,1558664689699 ,1558664859045 ,169,4,4,3,식사중 시간확인
p8,식당,식사,1558664826521 ,1558664905535 ,78,5,5,1,
p26,집,수면,1558664982082 ,1558664997815 ,16,1,1,1,
p3,피시방,여가활동,1558665040067 ,1558665045779 ,277,3,3,1,
p15,강의실,수업,1558664967423 ,1558665092071 ,124,4,4,4,
p7,집,미용,1558665075620 ,1558665098117 ,6,3,4,4,
p7,집,준비,1558665414727 ,1558665445660 ,31,3,4,4,
p3,피시방,여가활동,1558665230694 ,1558665449906 ,219,3,3,1,
p6,학교 밖,교통수단,1558665549132 ,1558665631007 ,82,4,4,3,스쿠터 타고 학교 밖으로 이동. 은행 atm에서 어플을 이용하여 현금 인출하려고
p19,식당,식사,1558665047281 ,1558665802612 ,755,4,3,3,식사중 시간확인
p8,식당,식사,1558665105501 ,1558665810305 ,704,5,5,1,카톡
p1,집,식사,1558665856803 ,1558665899458 ,42,3,3,1,
p10,강의실,수업,1558661691415 ,1558666053414 ,4362,4,5,1,
p3,피시방,여가활동,1558666087429 ,1558666150111 ,63,3,3,1,
p2,교통,휴식,1558665636541 ,1558666193904 ,557,5,5,1,
p22,집,수면,1558664042395 ,1558666270749 ,2229,1,1,4,
p33,기숙사,외출(준비),1558666333215 ,1558666354907 ,22,4,3,3,시간 보려고
p1,집,기타,1558666100094 ,1558666436710 ,337,3,3,1,
p8,동아리방,ETC,1558666630429 ,1558666918111 ,288,5,5,1,
p1,집,기타,1558666992348 ,1558667166888 ,175,3,3,1,
p19,식당,식사,1558666590637 ,1558667235333 ,644,4,3,2,식사후 시간확인
p11,집,공부,1558667236249 ,1558667261462 ,1340,4,4,4,자격증공부 중 휴식
p21,기숙사,수면,1558660998278 ,1558667556717 ,6559,5,4,4,수면중 카톡
p3,피시방,여가활동,1558666689163 ,1558667610434 ,921,3,3,1,
p16,연구실,실험,1558667597061 ,1558667619219 ,0,5,5,3,연락 확인
p13,집,휴식,1558665515083 ,1558667730304 ,2215,3,3,1,알림확인
p13,집,휴식,1558667935163 ,1558668076180 ,141,3,3,1,
p24,지하철 및 버스,이동,1558668090311 ,1558668170217 ,80,3,3,4,
p22,집,씻음,1558667160247 ,1558668628165 ,1468,3,3,4,
p19,집,휴식,1558668365196 ,1558668648390 ,283,3,3,4,휴식중시간확인
p13,식당,식사,1558668298134 ,1558668425905 ,10,3,3,3,식사중 메세지
p1,도서관,공부,1558668700646 ,1558668766352 ,65,3,3,1,
p8,동아리방,ETC,1558668703969 ,1558668773805 ,69,5,5,3,카톡
p3,피시방,여가활동,1558668105958 ,1558668804620 ,699,3,3,1,
p19,집,휴식,1558668896001 ,1558669014982 ,119,3,3,2,휴식중 카톡확인
p22,버스,등하교,1558669045893 ,1558669101130 ,225,1,1,1,
p4,자취방,공부,1558666879988 ,1558669207296 ,2327,3,4,3,전자회로개빡공중카톡
p3,피시방,여가활동,1558669125085 ,1558669447728 ,323,3,3,1,
p17,집,공부,1558668723066 ,1558669882927 ,1160,4,4,4,카톡 확인
p5,집,식사,1558669493112 ,1558669888948 ,395,4,4,1,카톡
p13,식당,식사,1558668885285 ,1558669914108 ,1029,4,4,1,식사 전 메세비확인
p14,연구실,실험,1558669538645 ,1558670138113 ,599,3,4,2,카톧
p16,도서관,휴식,1558670260671 ,1558670305003 ,44,3,3,1,인터넷
p17,집,쓰레기 버리기,1558670150308 ,1558670600236 ,450,4,4,2,카톡 확인
p15,기숙사,외출준비,1558670522572 ,1558670639058 ,116,3,2,2,
p13,식당,식사,1558670109092 ,1558671090269 ,980,3,4,3,식사후 일정확인
p9,식당,식사,1558670941066 ,1558671157640 ,217,4,4,2,톡
p16,도서관,휴식,1558671136244 ,1558671304192 ,168,3,3,1,시간 확인
p18,자취방,휴식,1558663812450 ,1558671418565 ,7606,4,3,2,
p6,카페,공부,1558668909495 ,1558671804425 ,2894,3,4,4,웹툰 보면 쉬려고
p23,집,수면,1558670262228 ,1558671811487 ,1549,4,4,1,연랏
p15,기숙사,이동,1558671603278 ,1558671888122 ,285,3,3,2,
p20,기숙사,게임,1558667205844 ,1558671947320 ,4741,4,4,4,
p7,대중교통,수면,1558672239752 ,1558672249808 ,363,3,3,3,
p14,연구실,실험,1558672269644 ,1558672280765 ,11,5,5,2,카톡
p4,자취방,공부,1558671099256 ,1558672576273 ,1477,4,4,4,
p10,학교,수업,1558593352403 ,1558595124781 ,1772,1,5,4,
p10,집,기타,1558657897450 ,1558658387209 ,489,4,5,2,
p10,대중교통 길,기타,1558658624953 ,1558658871091 ,246,4,5,2,
p10,대중교통 길,기타,1558658624953 ,1558658871091 ,246,4,5,2,
p10,학교,수업,1558593352403 ,1558595124781 ,1772,1,5,4,
p10,집,기타,1558657897450 ,1558658387209 ,489,4,5,2,
p9,동아리방,공부,1558672986006 ,1558673121394 ,135,4,4,3,톡
p24,지하철 및 버스,이동,1558673281106 ,1558673311747 ,401,4,4,4,
p6,카페,공부,1558673190676 ,1558673485618 ,295,4,4,4,카드 결제 해야할 것이 있어서
p10,강의실,기타,1558673623711 ,1558673795294 ,112,4,4,2,
p32,강의실,공부,1558671487330 ,1558673813689 ,2327,3,3,3,특강중 ㅇ연락확인
p31,집,기타,1558671371039 ,1558673892952 ,2521,3,3,2,기상
p21,연구실,휴식,1558671970541 ,1558673964411 ,1993,4,2,2,웹서핑 중 카톡
p19,헬스장,헬스,1558674060456 ,1558674182332 ,121,4,5,3,헬스중 시간확닌
p4,자취방,공부,1558674060558 ,1558674248172 ,187,4,4,4,
p15,외출,공부,1558674206698 ,1558674290615 ,83,2,4,4,
p21,연구실,연구,1558674149471 ,1558674398504 ,248,5,5,5,실험중 카톡
p15,외출,공부,1558674527926 ,1558674587123 ,59,3,4,4,
p6,카페,공부,1558673866048 ,1558674671295 ,805,4,4,5,문자에 답장해야 해서
p4,자취방,개인정비,1558674686581 ,1558674713785 ,92,1,1,1,
p3,식당,식사,1558674741160 ,1558674851892 ,111,3,3,1,
p10,강의실,수업,1558674889171 ,1558674917717 ,28,2,5,4,
p19,헬스장,헬스,1558674375212 ,1558675014557 ,640,5,5,4,헬스중 시간확인
p24,지하철 및 버스,이동,1558673857349 ,1558675086883 ,1230,4,4,4,
p4,자취방,공부,1558674922631 ,1558675751439 ,828,4,4,4,
p1,도서관,공부,1558675193002 ,1558675759414 ,566,5,5,4,
p11,집,휴식,1558676342817 ,1558676382980 ,0,4,4,4,수면후카톡
p4,자취방,공부,1558676433767 ,1558676571685 ,237,4,4,4,
p14,연구실,논문 읽기,1558676413688 ,1558676636894 ,223,3,5,3,"카톡,"
p19,헬스장,헬스,1558676018061 ,1558676644974 ,627,4,5,3,헬스중 시간확닌
p10,강의실,수업,1558675525616 ,1558676697829 ,20,3,5,3,
p7,강의실,수업,1558676815823 ,1558676881040 ,65,3,4,4,
p17,집,수면,1558672223336 ,1558676908300 ,4685,4,4,3,카톡 확인
p14,연구실,실험,1558676876686 ,1558677114016 ,237,5,3,4,카톡
p21,학교식당,연구,1558674860815 ,1558677196914 ,2336,4,4,4,코웍 토의중 카톡
p13,해동스터디룸,공부,1558676466081 ,1558677244082 ,778,4,4,3,공부중 메세지
p1,도서관,공부,1558676022560 ,1558677266667 ,1244,3,3,1,
p7,강의실,수업,1558677297816 ,1558677311617 ,14,3,4,4,
p10,강의실,수업,1558677118282 ,1558677401181 ,283,2,5,2,
p19,헬스장,헬스,1558676942722 ,1558677450445 ,507,5,5,3,헬스중 시간확인
p21,연구실,휴식,1558677705697 ,1558677771388 ,65,4,2,2,휴씩중 카톡
p13,해동스터디룸,공부,1558678331305 ,1558678358428 ,548,4,4,3,코딩중 알림확인
p3,자취방,여가활동,1558677446097 ,1558678427425 ,981,3,3,1,
p31,집,공부,1558676725181 ,1558678582733 ,1857,4,4,1,게임개발중 폰사용있어서 방해안됨
p10,학교,수업,1558677623273 ,1558678616162 ,993,3,5,2,
p14,연구실,실험,1558678759650 ,1558678926755 ,639,4,3,2,카톡
p4,자취방,공부,1558678396672 ,1558679036897 ,639,4,4,4,토익중카톡
p7,강의실,수업,1558678479061 ,1558679035951 ,557,3,4,4,
p1,도서관,휴식,1558678904153 ,1558679106386 ,202,3,3,1,
p3,자취방,여가활동,1558678642336 ,1558679237703 ,596,3,3,1,
p22,지하철,등하교,1558678871169 ,1558679498050 ,627,1,1,1,
p4,자취방,공부,1558679502178 ,1558679576299 ,103,4,4,4,
p6,카페,공부,1558679678261 ,1558679695849 ,3830,4,4,4,선배 전화가 와서
p19,헬스장,헬스,1558680337213 ,1558680410201 ,73,5,5,3,헬스후 시간확인
p10,강의실,수업,1558680260772 ,1558680539372 ,278,3,5,2,
p12,자취방,샤워,1558680267460 ,1558680659576 ,391,4,4,3,샤워 후 카톡 확인
p18,서곶중학교,수업,1558679552493 ,1558681086288 ,1533,4,4,2,
p7,강의실,수업,1558680509497 ,1558681090256 ,580,3,4,4,
p19,집,휴식,1558681181403 ,1558681199368 ,18,3,3,3,휴식중 시간확인
p31,집,공부,1558679526414 ,1558681300415 ,1774,3,3,1,ㄱ폰게임제작중
p9,동아리방,공부,1558673370455 ,1558681397590 ,8027,4,4,3,톡
p18,서곶중학교,수업,1558681351450 ,1558681432572 ,81,4,4,2,
p1,집,공부,1558679802808 ,1558681588130 ,1785,3,3,1,
p1,도서관,공부,1558681991862 ,1558682260234 ,268,5,5,4,
p25,기숙사,수면,1558681019732 ,1558682268186 ,1247,3,4,2,
p13,해동스터디룸,공부,1558682312253 ,1558682415130 ,3504,4,4,2,코딩중 통화
p21,연구실,연구,1558681177306 ,1558682458177 ,1281,4,5,4,실험중 카톡
p18,서곶중학교,수업,1558682391685 ,1558682558365 ,166,2,2,2,
p16,연구실,실험,1558682842314 ,1558682896389 ,54,5,5,3,타이머 세팅
p4,자취방,공부,1558683025943 ,1558683144890 ,119,3,4,3,
p11,집,공부,1558683013155 ,1558683172275 ,159,4,4,4,자격증 공부중 카톡
p5,집,수면,1558683245408 ,1558683285462 ,1,4,4,5,엘어나서카톡
p22,백화점,쇼핑,1558683304222 ,1558683392183 ,1132,1,1,1,검색
p26,집,수면,1558679280275 ,1558683437019 ,4157,4,4,1,
p4,자취방,공부,1558683800548 ,1558684122380 ,321,4,4,4,토익중 카톡
p14,연구실,실험,1558684013739 ,1558684225688 ,1354,2,5,3,카톡
p1,도서관,공부,1558684097586 ,1558684325584 ,227,3,5,3,
p16,연구실,실험,1558683604311 ,1558684658195 ,1054,5,5,3,알람
p22,백화점,쇼핑,1558683889176 ,1558684883035 ,994,1,1,1,검색
p21,연구실,연구,1558682775295 ,1558684921670 ,2147,4,2,2,데이터 분석중 문자
p23,강의실,수업,1558684790370 ,1558684926918 ,137,5,5,1,ㅔ알림
p22,하이테크,수업,1558673003452 ,1558676659884 ,3656,5,4,4,수업끝
p22,하이테크,수업,1558673003452 ,1558676659884 ,3656,5,4,4,수업끝
p3,자취방,여가활동,1558684987176 ,1558685180451 ,193,3,3,1,
p20,강의실,수업,1558685190823 ,1558685250685 ,60,4,4,4,활동 없음
p16,연구실,휴식,1558685339760 ,1558685380819 ,41,3,3,1,
p34,대강당,공연연습,1558685593021 ,1558685744252 ,2165,5,5,4,총본 보기
p25,기숙사,여가활동,1558685874397 ,1558685884933 ,574,3,3,1,
p13,해동스터디룸,공부,1558682629082 ,1558685887325 ,3258,4,4,2,코딩중 아ㄹ림확인
p10,강의실,수업,1558685754194 ,1558686003811 ,49,4,5,2,
p1,도서관,휴식,1558685969079 ,1558686099854 ,131,3,3,1,
p21,연구실,연구,1558685413879 ,1558686372051 ,958,5,4,4,데이터 분석중 카톡
p11,집,공부,1558686610377 ,1558686668783 ,59,4,4,4,자격증공부 중 카톡
p14,연구실,실험,1558684531653 ,1558686870378 ,2338,5,5,2,건색
p6,기숙사,공부,1558685595713 ,1558687093508 ,1497,4,4,4,독일어 공부 후 인터넷 서핑라려고
p19,집,휴식,1558686127282 ,1558687256758 ,1130,3,3,3,
p14,연구실,실험,1558687119673 ,1558687346346 ,226,5,5,3,카턱
p4,자취방,공부,1558686658919 ,1558687420997 ,762,3,4,3,
p16,연구실,공부,1558686521620 ,1558687451042 ,929,5,5,3,전화
p10,강의실,수업,1558687445073 ,1558688003094 ,558,3,5,3,
p27,대중교통,휴식,1558687087902 ,1558688126114 ,1038,1,1,1,ㅇㄹ
p32,도서관,공부,1558685811517 ,1558688381218 ,2569,3,3,3,자소서쓰다 연락확인
p11,ETC,휴식,1558688359136 ,1558688576982 ,218,4,4,4,스트레칭 후 웹서핑
p12,자취방,수면,1558684116416 ,1558688647856 ,4531,2,1,1,자다가 깨서 카톡확인
p21,연구실,연구,1558688075388 ,1558688662671 ,587,5,5,5,데이터 분석중 카톡
p16,학교식당,식사,1558688225140 ,1558688869236 ,644,3,3,1,카카오톡
p31,기타,기타,1558689141310 ,1558689163008 ,1,1,1,1,화장실 볼일중
p6,기숙사,청소 빨래,1558688607906 ,1558689180080 ,572,4,3,2,카톡 확인과 고속버스 시간 확인
p3,자취방,여가활동,1558688600081 ,1558689277179 ,677,3,3,1,
p14,연구실,수다,1558689074296 ,1558689378302 ,304,3,2,3,카턱
p27,식당,식사,1558688801146 ,1558689395780 ,595,1,1,1,시간확인
p6,학교 밖,교통수단,1558689624667 ,1558689821024 ,196,4,4,3,스쿠터를 타고 버스 정류장으로 이동. 버스 시간 보려고
p24,식당,식사,1558689734123 ,1558689922931 ,1,4,4,4,
p17,지하철,이동,1558689894367 ,1558690051649 ,158,3,4,4,카톡 확인
p14,연구실,실험,1558690214655 ,1558690662739 ,448,5,5,3,카톡
p21,연구실,연구,1558690522057 ,1558690670572 ,148,5,5,5,연구중 카톡
p25,기숙사,공부,1558689302259 ,1558690756495 ,1454,4,4,1,
p16,학교식당,식사,1558691000301 ,1558691128208 ,128,3,3,1,
p18,자취방,휴식,1558690316433 ,1558691233283 ,917,3,3,2,
p21,연구실,연구,1558691454733 ,1558691473115 ,178,5,5,5,데이터 정리중 카톡
p20,기숙사,연구,1558689236207 ,1558691480409 ,2244,4,4,4,
p15,외출,놀기,1558685069453 ,1558689356437 ,4286,3,3,3,
p15,외출,놀기,1558685069453 ,1558689356437 ,4286,3,3,3,
p16,연구실,휴식,1558691956341 ,1558691976576 ,20,1,1,1,
p33,지하철,외출(준비),1558692034685 ,1558692058722 ,256,5,5,4,삼성페이
p10,학교,기타,1558691686162 ,1558692300181 ,614,4,5,2,
p18,자취방,휴식,1558692028920 ,1558692353705 ,325,3,3,2,
p11,집,공부,1558692613112 ,1558692769798 ,156,4,4,4,자격증공부중 카톡
p21,연구실,연구,1558691816791 ,1558693023317 ,1206,5,5,5,실험중 카톡
p22,집,웹서핑,1558693060637 ,1558693107483 ,5169,2,2,2,카톡
p18,자취방,휴식,1558692686984 ,1558693225519 ,538,3,4,2,
p16,연구실,실험,1558693008534 ,1558693345117 ,336,5,5,3,시간 확인
p23,도서관,공부,1558693136650 ,1558693450236 ,313,4,4,3,친구가 만짐.
p6,학교 밖,교통수단,1558693756045 ,1558693923615 ,167,4,3,3,버스 타고 버스 터미널로 이동. 버스 시간과 카톡 확인
p5,집,기타,1558693938069 ,1558693968704 ,31,3,3,1,외출준비 후 카톡
p18,자취방,휴식,1558693991402 ,1558693999464 ,270,4,3,2,
p9,노래방,노래,1558694173884 ,1558694235583 ,62,4,4,1,톡
p10,학교,기타,1558694147365 ,1558694267441 ,39,4,5,2,
p4,자취방,공부,1558694115576 ,1558694337006 ,221,3,4,3,
p11,집,공부,1558693998626 ,1558694837996 ,839,5,5,4,자격증공부 중 카톡
p14,연구실,실험,1558693720177 ,1558695018427 ,1298,5,5,2,카톡
p16,연구실,휴식,1558695006230 ,1558695051256 ,45,1,1,1,
p14,연구실,논문 읽기,1558695643664 ,1558696054488 ,411,5,5,2,카톡
p3,자취방,여가활동,1558696147410 ,1558696169782 ,22,3,3,1,게임중 sns 확인을 위해서
p15,외출,이동,1558696295292 ,1558696485102 ,190,3,3,3,
p15,외출,이동,1558696295292 ,1558696485102 ,190,3,3,3,
p15,외출,이동,1558696295292 ,1558696485102 ,190,3,3,3,
p21,기숙사,휴식,1558694330593 ,1558696823624 ,2493,4,4,2,청소중 카톡
p11,집,공부,1558696759032 ,1558696880863 ,121,4,5,4,자격증공부중카톡
p3,자취방,여가활동,1558697010086 ,1558697122559 ,113,3,3,1,
p26,집,수업,1558697132102 ,1558697215607 ,84,3,3,1,욘락
p1,기타,기타,1558696434066 ,1558697331412 ,897,3,3,1,
p10,학교,기타,1558694577458 ,1558697851643 ,3274,4,5,1,
p3,자취방,여가활동,1558697952242 ,1558698052592 ,100,3,3,1,
p11,집,공부,1558698008014 ,1558698123910 ,116,4,5,4,자격증공부 중 카톡
p13,학교,휴식,1558698133091 ,1558698256747 ,0,4,4,2,흡연중 메세지
p3,자취방,여가활동,1558698560117 ,1558698712305 ,152,3,3,1,
p26,집,수업,1558698940343 ,1558699015912 ,76,3,3,1,연락
p17,지하철,이동,1558699021242 ,1558699279028 ,257,4,4,4,카톡 확인
p26,집,수업,1558699223906 ,1558699334716 ,111,3,3,1,연락
p10,대중교통 길,식사,1558699109485 ,1558699402095 ,292,4,5,1,
p16,집,휴식,1558699187020 ,1558699644837 ,458,1,1,1,
p11,식당,식사,1558699613229 ,1558699704441 ,91,4,4,4,식사중카톡
p19,집,공부,1558697491159 ,1558699842009 ,2351,3,3,3,공부중 카톡확인
p11,식당,식사,1558699893420 ,1558700230782 ,337,4,4,4,식사중알림확인
p5,밥집,식사,1558700436373 ,1558700454406 ,655,4,4,1,카톡
p5,술집,음주,1558700715962 ,1558701376231 ,660,4,4,1,카톡
p18,자취방,휴식,1558697101797 ,1558701670403 ,4568,4,4,2,
p12,술집,알바,1558701421015 ,1558701920003 ,498,4,3,3,쉬는시간에 카톡 확인
p9,집,식사,1558702075103 ,1558702110224 ,35,4,3,2,유튜브
p5,술집,음주,1558701621833 ,1558702327342 ,705,4,4,2,카톡
p18,자취방,휴식,1558702060617 ,1558702388327 ,327,4,4,2,
p3,자취방,여가활동,1558702381090 ,1558702609674 ,228,3,3,1,
p24,영화관,영화,1558702637095 ,1558702648984 ,1,5,5,5,
p13,학교,휴식,1558702786246 ,1558702789406 ,3,4,4,2,편의점볼일중 알림확인
p19,집,공부,1558700144404 ,1558702985202 ,2841,3,4,3,공부하는중에 시간확인
p1,기타,기타,1558701240669 ,1558703044512 ,1804,3,3,1,
p5,술집,음주,1558702565477 ,1558703062543 ,496,3,3,1,카톡
p3,자취방,여가활동,1558703278091 ,1558703287870 ,10,3,3,1,
p5,술집,음주,1558703254396 ,1558703512404 ,258,4,4,1,카톡
p3,자취방,여가활동,1558703494113 ,1558703858978 ,364,3,3,1,
p12,술집,알바,1558702733793 ,1558704144049 ,1410,4,3,2,카카오톡 확인
p22,집,공부,1558694953235 ,1558704203242 ,9250,4,4,4,
p27,강의실,휴식,1558698226548 ,1558704594894 ,6368,1,1,4,ㄱ연락
p3,자취방,여가활동,1558704411088 ,1558704847349 ,436,3,3,1,
p16,집,휴식,1558705093540 ,1558705280016 ,186,1,1,1,ㅇ
p3,자취방,여가활동,1558705327106 ,1558705463501 ,136,3,3,1,
p3,자취방,여가활동,1558705689104 ,1558705791194 ,102,3,3,1,
p9,집,수다,1558705485435 ,1558705794384 ,309,4,3,2,톡
p25,식당,여가활동,1558705466230 ,1558705793393 ,327,2,2,1,메신저
p5,술집,음주,1558705695841 ,1558705857959 ,162,4,4,1,카톡
p31,기타,기타,1558705332178 ,1558706012421 ,680,1,1,1,술먹는중
p12,술집,알바,1558705949195 ,1558706026135 ,77,3,2,1,카톡 확인
p1,기타,기타,1558703483205 ,1558706067304 ,2584,3,3,1,
p14,연구실,실험,1558704272253 ,1558706184557 ,1912,3,5,4,카톡
p15,외출,놀기,1558702495284 ,1558704703753 ,2209,3,4,3,
p15,외출,놀기,1558702495284 ,1558704703753 ,2209,3,4,3,
p4,자취방,공부,1558706481723 ,1558706493941 ,71,3,4,3,
p21,야외,운동,1558705938427 ,1558706558559 ,621,4,2,2,이동중 카톡
p24,집,세안 및 샤워,1558706443136 ,1558706602915 ,160,4,4,3,
p27,식당,식사,1558706585562 ,1558706645714 ,1338,1,1,1,시간확인
p16,집,휴식,1558705925432 ,1558706770538 ,845,1,1,1,
p33,공연장,공연,1558700983276 ,1558701340514 ,357,4,4,3,
p33,공연장,공연,1558697591021 ,1558700299083 ,2708,4,4,3,그냥 갑자기 켜졋어요
