pid,location,activity,start_time,end_time,duration_sec,actual_concentration,expected_concentration,perceived_distraction,purpose_of_using_smartphone
p19,학생회실,휴식,1558590547272 ,1558590696406 ,149,3,3,3,게임중에 시간확인
p21,연구실,연구,1558590914270 ,1558590928659 ,832,4,5,4,연구중 카톡
p20,연구실,연구,1558590845852 ,1558590980969 ,135,4,4,4,시간 확ㅇ인을 위해
p8,헬스장,헬스,1558590991613 ,1558591057300 ,64,5,5,1,
p17,강의실,공부,1558586246023 ,1558590345979 ,4099,5,4,3,카톡 확인
p3,피시방,여가활동,1558586323076 ,1558587199751 ,876,3,3,2,
p24,정석,근로,1558587566103 ,1558591536372 ,3970,4,4,5,
p6,학술문화관,공부,1558590773438 ,1558591613113 ,840,4,4,4,카톡 보내기 위해
p9,도서관,수다,1558591635183 ,1558591701751 ,67,4,4,3,톡
p21,연구실,휴식,1558591506705 ,1558591786688 ,280,4,2,2,휴식중 문자
p24,정석,근로,1558591769356 ,1558591821937 ,53,4,4,3,
p14,연구실,논문 읽기,1558590698738 ,1558591926044 ,1227,3,5,3,카톡
p29,도서관,공부,1558591776199 ,1558591928982 ,153,4,4,4,카톡
p17,강의실,공부,1558591708052 ,1558591946847 ,239,4,4,4,카톡 확인
p7,대중교통,준비,1558591983113 ,1558592033895 ,51,3,3,4,
p12,피시방,게임,1558592128791 ,1558592166269 ,37,4,3,2,노래 재생
p8,기숙사,샤워,1558591748452 ,1558592309535 ,561,5,5,1,카톡
p6,학술문화관,공부,1558592413504 ,1558592439146 ,204,3,4,4,카톡 답장하려고
p21,연구실,휴식,1558592345331 ,1558592921946 ,577,4,2,2,휴식중 카톡
p15,기숙사,공부,1558591850324 ,1558592993598 ,1143,3,5,4,
p19,학생회실,휴식,1558592889920 ,1558593143862 ,254,3,3,3,휴식중 시간확인
p11,집,휴식,1558593029756 ,1558593349024 ,319,4,4,4,집와서휴식중 카톡
p4,강의실,공부,1558593296050 ,1558593541616 ,246,4,4,5,
p14,연구실,실험,1558593461167 ,1558593603173 ,142,5,5,3,카톡
p17,강의실,공부,1558592359119 ,1558593645011 ,1286,3,4,3,카톡 확인
p21,연구실,연구,1558593202703 ,1558593753285 ,550,5,5,4,실험중 카톡
p9,도서관,수다,1558593604774 ,1558593973352 ,368,4,4,2,일정
p1,도서관,공부,1558591953599 ,1558594178333 ,2224,5,5,5,카톡
p2,도서관,휴식,1558594214823 ,1558594416346 ,201,5,5,1,
p14,바깥,수다,1558594479719 ,1558594694304 ,214,5,2,3,카톡
p9,도서관,수다,1558594595008 ,1558594755542 ,161,4,4,2,일정
p6,학술문화관,공부,1558593563578 ,1558594827395 ,1263,4,4,4,논문 읽다가 카톡 알람이 와서 확인라려고
p7,집,수면,1558594883070 ,1558594902394 ,19,3,3,3,
p2,도서관,휴식,1558595221822 ,1558595370846 ,149,5,5,1,
p20,연구실,연구,1558595813216 ,1558595854382 ,41,5,4,4,약속 잡기 위한 여연락 확인
p12,피시방,게임,1558595134595 ,1558596205503 ,1071,4,2,2,게임 끝나서 전화 사용
p9,도서관,공부,1558595195892 ,1558596298231 ,1102,4,5,4,톡
p17,정석 도서관,공부,1558596219313 ,1558596307509 ,89,3,3,3,인터넷 접속
p18,자취방,수면,1558595108809 ,1558596316265 ,1207,4,2,2,
p14,바깥,수다,1558596296796 ,1558596488440 ,191,5,3,3,카턱
p3,강의실,공부,1558596427496 ,1558596540906 ,16,3,3,1,
p4,강의실,수업,1558596157761 ,1558596602440 ,444,3,4,3,
p19,학생회실,휴식,1558596456758 ,1558596649960 ,192,3,3,3,휴식중 카톡확인
p10,학교,기타,1558596584109 ,1558596720025 ,136,4,5,1,
p21,연구실,휴식,1558595249607 ,1558596846448 ,1596,4,2,2,휴식중 카톡
p23,강의실,수업,1558597085137 ,1558597130843 ,46,4,4,3,알림
p26,집,식사,1558597205448 ,1558597227485 ,20,2,2,1,연악
p25,강의실,수업,1558595240241 ,1558597272613 ,2032,2,3,1,
p14,바깥,수업,1558597206022 ,1558597285324 ,168,3,5,2,카턱
p17,정석 도서관,공부,1558597061104 ,1558597648548 ,587,4,4,4,카톡 확인
p1,도서관,휴식,1558597309037 ,1558597779247 ,470,3,3,1,
p27,집,휴식,1558590704633 ,1558597807436 ,7102,1,1,1,연락
p17,정석 도서관,공부,1558598035370 ,1558598154137 ,119,4,4,3,카톡 확인
p8,ETC,수업,1558597271922 ,1558598241706 ,969,1,1,5,카톡
p23,집,수면,1558598307703 ,1558598414978 ,107,3,3,3,알림
p20,연구실,연구,1558598167882 ,1558598468055 ,300,4,4,4,시간 확인
p10,기타,기타,1558598417023 ,1558598501261 ,1031,5,5,2,
p2,강의실,수업,1558598631240 ,1558598846700 ,216,5,5,1,시간확인
p33,기숙사,웹서핑,1558598887668 ,1558598907208 ,4522,4,4,3,카톡확인
p10,대중교통 길,기타,1558598791035 ,1558598911287 ,120,4,5,1,정보검색
p11,식당,식사,1558598917534 ,1558599031727 ,114,4,4,4,식사중 카톡
p12,학교 도서관,공부,1558598700802 ,1558599136425 ,435,5,5,5,알바 사장님께 전화와서 받으려고
p25,강의실,수업,1558599253330 ,1558599280937 ,1376,4,4,1,
p2,강의실,수업,1558599183055 ,1558599299607 ,116,5,5,1,자료소감문업로드
p15,기숙사,과제,1558599648789 ,1558599700694 ,51,3,4,4,검색
p24,정석,문제풀이,1558597697166 ,1558599101500 ,1405,5,5,5,
p13,당구장,당구,1558599833385 ,1558600018675 ,1,4,4,3,당구후 계산
p10,기타,기타,1558599742252 ,1558600023423 ,281,4,5,4,멘토링 중 검색
p21,연구실,휴식,1558599995924 ,1558600033235 ,2321,4,2,2,웹서핑중 카톡
p6,기숙사,교통수단,1558600026368 ,1558600132128 ,784,4,5,5,고양이 사진 찍기 위해
p20,연구실,연구,1558598764204 ,1558600139622 ,1375,4,4,4,
p2,강의실,수업,1558600210859 ,1558600306485 ,96,5,5,1,
p12,학교 도서관,공부,1558599832293 ,1558600472635 ,641,5,5,4,카톡 확인
p14,연구실,실험,1558599515907 ,1558600533739 ,1018,3,5,3,인타넷
p24,정석,문제풀이,1558600436115 ,1558600597045 ,1,5,5,5,
p29,도서관,공부,1558599747442 ,1558600649066 ,902,4,4,4,
p1,도서관,공부,1558600254038 ,1558600953721 ,700,3,3,1,
p31,집,공부,1558596589036 ,1558601005136 ,4416,3,3,2,카톡확인
p22,강의실,수업,1558597517233 ,1558601189879 ,3672,4,4,4,카톡
p24,정석,근로,1558601237475 ,1558601273446 ,119,4,4,3,
p15,기숙사,과제,1558600186001 ,1558601367678 ,1181,3,4,3,
p17,인후 식당,식사,1558601210766 ,1558601359888 ,149,4,3,4,카톡 확인
p21,연구실,휴식,1558600353582 ,1558601417039 ,1063,4,2,2,웹서핑중 카톡
p2,강의실,수업,1558601252145 ,1558601471920 ,219,5,5,1,휴식
p9,도서관,수면,1558598443222 ,1558601601347 ,3158,4,4,4,톡
p13,카페,공부,1558601509148 ,1558601636983 ,0,4,4,3,카페계산 멤버십
p12,학교 도서관,공부,1558601504830 ,1558601680050 ,175,5,5,5,계산기 사용
p2,강의실,수업,1558601701630 ,1558601720008 ,18,5,5,1,알림
p19,학생회실,공부,1558600986629 ,1558601721796 ,734,4,5,4,ㅏ
p21,연구실,연구,1558601647651 ,1558601746863 ,36,4,5,4,실험중 카톡
p6,기숙사,휴식,1558600984449 ,1558601778767 ,794,4,4,3,인터넷 서핑하려고
p10,대중교통 길,기타,1558601903603 ,1558601943503 ,40,4,5,1,멘토링 중 지도검색
p3,공공장소,이동중,1558601925934 ,1558601953751 ,28,3,3,1,
p16,도서관,휴식,1558602304337 ,1558602371744 ,67,3,3,1,웹툰
p1,후문,식사,1558601911182 ,1558602455425 ,544,3,3,1,
p21,연구실,연구,1558602462705 ,1558602585741 ,122,5,5,5,실험중 카톡
p14,바깥,식사,1558602538675 ,1558602697382 ,158,5,3,4,넷플릭스
p31,집,공부,1558601217057 ,1558602793742 ,1576,3,3,2,
p32,강의실,공부,1558601646510 ,1558603033005 ,1386,3,3,3,스터디중 연락확인
p20,연구실,연구,1558602130991 ,1558603034429 ,903,4,4,4,시간 확인
p6,기숙사,식사,1558602783609 ,1558603067096 ,283,4,4,4,날씨를 체크하시 위하여
p12,학교 도서관,공부,1558602695821 ,1558603109454 ,413,4,5,4,쉴때 웹툰보려고
p22,강의실,수업,1558601394529 ,1558603288774 ,1893,4,4,4,문자
p18,강의실,수업,1558600979873 ,1558603379700 ,2400,4,3,2,
p19,학생회실,공부,1558603262611 ,1558603487605 ,225,4,4,4,공부하는중에 전화하기위햐서
p10,기타,식사,1558603226355 ,1558603533898 ,308,4,5,3,
p26,동아리방,밴드합주,1558603309203 ,1558603865329 ,556,3,3,1,연락
p29,야외,식사,1558603020748 ,1558603866803 ,845,4,4,4,
p14,바깥,식사,1558603500684 ,1558603878919 ,378,5,2,3,카톡
p10,기타,식사,1558603822040 ,1558603927933 ,106,4,5,2,
p20,연구실,연구,1558603817105 ,1558603960194 ,143,4,4,4,시간 확인
p21,연구실,연구,1558604050720 ,1558604579661 ,529,4,5,4,실험 데이터 분석 중 카톡
p12,학교 도서관,공부,1558604628809 ,1558604788203 ,159,5,5,4,카톡 확인
p19,학생회실,공부,1558603698379 ,1558604799577 ,1102,4,4,2,공부중 시간확인
p10,대중교통 길,기타,1558604656559 ,1558604818806 ,165,3,5,4,
p13,카페,공부,1558603379193 ,1558604861030 ,1482,3,4,2,코딩중 알림확인
p12,학교 도서관,공부,1558604972825 ,1558605158404 ,185,5,5,4,담배피러가는길에 카톡 확인
p17,버스,이동,1558604922366 ,1558604943843 ,21,2,3,2,노트 정리
p17,버스,이동,1558605233656 ,1558605339070 ,105,2,3,2,지하철 시간 확인
p2,도서관,휴식,1558605301665 ,1558605425638 ,124,5,5,1,출입증
p21,야외,운동,1558604773641 ,1558605498289 ,724,4,2,2,이동중 카톡
p19,학생회실,공부,1558605092367 ,1558605683914 ,592,4,3,4,공부중 시간황인
p29,도서관,공부,1558604891301 ,1558605834592 ,943,4,4,4,공부 중 카톡
p7,강의실,팀플,1558605664003 ,1558606014164 ,350,3,4,4,
p25,강의실,아무것도 안함,1558605942228 ,1558606193601 ,251,2,1,1,
p20,연구실,연구,1558605194846 ,1558606312443 ,1117,4,4,4,
p2,도서관,휴식,1558605942659 ,1558606379610 ,436,5,5,1,학생증
p9,동아리방,수다,1558606185326 ,1558606403709 ,219,4,4,2,톡
p4,자취방,휴식,1558606173621 ,1558606514822 ,341,4,4,4,휴식중카톡
p13,카페,공부,1558606619207 ,1558606765425 ,1294,3,3,2,공부중 검색
p31,집,기타,1558606328355 ,1558607047152 ,719,1,1,1,ㅂ식사
p18,강의실,수업,1558606915918 ,1558607216468 ,300,4,3,2,
p22,버스,수업,1558603900480 ,1558605832078 ,1931,4,4,4,수업끝
p22,지하철,등하교,1558607264200 ,1558607304487 ,459,1,1,1,
p2,도서관,휴식,1558606912249 ,1558607367627 ,456,5,5,1,문자확인
p2,도서관,컴퓨터작업,1558607553066 ,1558607586662 ,34,5,5,1,검색
p1,도서관,휴식,1558607053566 ,1558607591364 ,537,5,5,5,
p12,학교 도서관,공부,1558606243501 ,1558607670236 ,1426,5,5,4,시간 확인
p2,도서관,휴식,1558607882678 ,1558607953232 ,70,5,5,1,
p12,학교 도서관,공부,1558607986888 ,1558608278037 ,291,5,5,4,공부 끝나서 카톡 확인
p14,연구실,논문 읽기,1558607161678 ,1558608308195 ,1146,3,5,4,카톡
p3,식당,식사,1558608428531 ,1558608556815 ,128,3,3,1,식사 중 sns 확인을 위해서
p14,연구실,논문 읽기,1558608554158 ,1558608733155 ,179,2,4,2,카턱
p23,식당,식사,1558607508398 ,1558608816355 ,1308,5,5,1,친구연락
p4,자취방,공부,1558608867220 ,1558608908503 ,41,3,4,4,
p2,도서관,휴식,1558608909347 ,1558609012860 ,104,5,5,1,어플다운
p21,헬스장,운동,1558605840954 ,1558609060329 ,3219,5,2,4,운동 후 카톡
p11,식당,휴식,1558608862023 ,1558609218124 ,356,4,4,4,술마시다 카톡
p18,강의실,수업,1558608087647 ,1558609318136 ,1230,4,4,2,
p21,헬스장,운동,1558609424286 ,1558609478348 ,35,4,4,4,운동 후 카톡
p6,강의실,수업,1558603334333 ,1558609643601 ,6310,5,4,4,카톡 알람 확인하기 위하여
p33,기숙사,수면,1558604454210 ,1558609649709 ,5195,4,4,3,알람 울려서
p5,집,휴식,1558609540175 ,1558609839950 ,300,3,3,1,강아지 산책후 카톡확인
p2,도서관,휴식,1558610101432 ,1558610432893 ,332,5,5,1,휴식
p1,도서관,수면,1558607909054 ,1558610645074 ,2736,3,4,1,
p14,연구실,논문 읽기,1558610669675 ,1558610888068 ,217,3,4,3,시계
p24,집,식사,1558608619116 ,1558611048308 ,2429,4,4,3,
p30,알바,일,1558611133449 ,1558611244352 ,110,4,2,1,
p21,헬스장,운동,1558609712310 ,1558611258123 ,1546,4,4,4,운동중 카톡
p1,도서관,공부,1558610928459 ,1558611542965 ,614,3,3,1,
p22,집,식사,1558610629528 ,1558611813844 ,1184,1,1,1,
p10,학교,기타,1558611717467 ,1558611880492 ,4500,3,4,1,
p21,야외,휴식,1558611511690 ,1558611928441 ,416,4,2,2,휴식중 카톡
p32,도서관,공부,1558607381083 ,1558612022950 ,4642,4,4,2,팀플중 연락확인
p23,도서관,공부,1558611839071 ,1558612099441 ,260,4,4,3,알림
p16,집,청소,1558611713187 ,1558612301421 ,588,4,4,1,청소 후 연락 확린
p13,카페,공부,1558607680122 ,1558612635363 ,4955,4,4,1,
p31,집,공부,1558611257043 ,1558612747305 ,1490,3,3,2,
p6,강의실,수업,1558611370244 ,1558612884915 ,1514,4,4,4,카톡 답장해야해서
p22,집,웹서핑,1558612111552 ,1558612924893 ,813,1,1,1,카톡
p16,집,휴식,1558612504097 ,1558613217241 ,713,1,1,1,연락확인
p6,기숙사,교통수단,1558613145521 ,1558613274845 ,129,4,4,4,스쿠터로 긱사에 옴. 카톡하기 위해
p27,운동장,휴식,1558613111180 ,1558613484553 ,373,1,1,1,페북
p5,술집,음주,1558613340165 ,1558613594653 ,255,3,3,1,카톡
p16,집,휴식,1558613511633 ,1558613767834 ,256,1,1,1,
p6,기숙사,휴식,1558613707642 ,1558613888660 ,180,4,4,4,카톡 하고 인터넷 서핑 히려고
p17,피시방,게임,1558611652585 ,1558614325742 ,2673,4,4,4,카톡 확인
p1,도서관,공부,1558611814053 ,1558614578053 ,2764,3,3,1,
p22,집,웹서핑,1558614057524 ,1558614625416 ,567,1,1,1,
p21,연구실,연구,1558614301537 ,1558614675811 ,374,4,5,4,실험중 카톡
p23,도서관,공부,1558612306281 ,1558614709962 ,2403,5,5,3,알림
p16,집,휴식,1558614074107 ,1558614756519 ,682,1,1,1,
p31,집,공부,1558614235723 ,1558614879130 ,643,3,3,2,
p22,집,기타,1558615488375 ,1558615513495 ,288,1,1,1,
p4,자취방,공부,1558613689889 ,1558615672547 ,1982,3,4,3,
p1,도서관,공부,1558615481097 ,1558615865154 ,384,3,3,1,
p6,학술문화관,공부,1558616410219 ,1558616555351 ,253,4,4,4,노래 들을려고
p16,집,휴식,1558615647063 ,1558616615862 ,968,1,1,1,
p23,도서관,공부,1558615222670 ,1558616750475 ,1527,4,4,3,
p21,연구실,연구,1558615112293 ,1558616995039 ,1883,5,4,4,실험중 카톡
p16,집,휴식,1558616925058 ,1558617121809 ,197,1,1,1,알람 확인
p6,학술문화관,공부,1558617240544 ,1558617453442 ,212,2,4,4,카톡 확인하려고
p13,대중교통,하교,1558617543282 ,1558617564744 ,21,3,3,3,하교중 메세지
p33,동아리방,공연,1558617073494 ,1558617585039 ,511,4,4,4,동아리 워크샵 중에 1조 공연 끝나서 기록하려고
p15,외출,공부,1558617203754 ,1558617697058 ,493,3,4,3,
p16,집,휴식,1558617424112 ,1558617734869 ,311,1,1,1,
p18,식당,식사,1558617510668 ,1558617632060 ,121,4,4,2,
p33,동아리방,공연,1558617926808 ,1558618089094 ,162,3,4,4,2조 공연 끝나서 알려주려고
p1,도서관,공부,1558617710503 ,1558618261330 ,550,2,5,4,카톡
p2,집,휴식,1558616626865 ,1558616917175 ,290,5,5,1,배터리확인
p2,집,휴식,1558616626865 ,1558616917175 ,290,5,5,1,배터리확인
p2,집,휴식,1558617105916 ,1558618093560 ,987,5,5,1,
p2,집,휴식,1558617105916 ,1558618093560 ,987,5,5,1,
p6,학술문화관,공부,1558618002300 ,1558618395830 ,394,3,4,4,카톡 답장해야ㅙ서
p16,집,공부,1558618538059 ,1558618621314 ,83,5,5,3,전화
p10,학교,기타,1558618951058 ,1558618964199 ,13,4,5,1,
p26,술집,식사,1558618951084 ,1558619347695 ,396,3,3,1,연락
p1,도서관,공부,1558619087517 ,1558619674427 ,586,3,3,1,
p14,연구실,실험,1558619765678 ,1558619781402 ,0,3,5,3,연락
p6,기숙사,휴식,1558618707053 ,1558620083210 ,1376,4,4,4,카톡 답장하려고
p16,집,휴식,1558618851273 ,1558620205864 ,1354,1,1,1,
p26,술집,식사,1558620267100 ,1558620295136 ,28,2,2,1,연락
p27,식당,휴식,1558620336213 ,1558620346858 ,1,1,1,1,연락
p3,자취방,여가활동,1558620372455 ,1558620406907 ,34,3,3,1,
p6,기숙사,청소 빨래,1558620414034 ,1558620577439 ,163,4,3,3,카톡 답장하려고
p17,피시방,게임,1558621082373 ,1558621212746 ,1069,3,4,4,카톡 확인
p1,후문,휴식,1558620153466 ,1558621218937 ,1065,3,3,1,
p17,피시방,게임,1558619794631 ,1558619815119 ,470,3,4,4,카톡 확인
p18,식당,식사,1558619570654 ,1558621501399 ,1930,4,4,2,
p2,집,휴식,1558620160337 ,1558621518196 ,1358,5,5,1,휴식
p22,집,공부,1558615824417 ,1558621620379 ,5796,4,4,4,카톡
p6,기숙사,휴식,1558621619413 ,1558621816845 ,198,4,4,4,독서 중 카톡이 와서
p15,외출,놀기,1558621504275 ,1558622048747 ,545,3,3,3,
p22,집,공부,1558622138332 ,1558622288327 ,150,4,4,4,은행어플사용
p32,도서관,공부,1558621020298 ,1558622330452 ,1310,3,3,3,연락확인
p2,집,휴식,1558621806187 ,1558622417149 ,611,5,5,1,
p23,도서관,공부,1558622387085 ,1558622466252 ,79,4,4,3,알림
p18,식당,식사,1558621987008 ,1558622495900 ,509,4,4,2,
p16,집,휴식,1558620926282 ,1558622793836 ,1867,1,1,1,
p14,연구실,논문 읽기,1558622320262 ,1558622937407 ,617,2,5,3,카톡
p17,집,혼자 생각,1558622924556 ,1558623149729 ,224,4,3,3,카톡 확인
p2,집,휴식,1558622816317 ,1558623161616 ,346,5,5,1,알휴식
p16,집,휴식,1558623049052 ,1558623216176 ,167,1,1,1,
p23,강의실,공부,1558623142091 ,1558623433176 ,291,4,4,3,연락
p2,집,휴식,1558623431361 ,1558623604999 ,174,5,5,1,알림확인
p31,집,공부,1558620822126 ,1558623638978 ,2817,1,1,1,
p27,식당,식사,1558623914410 ,1558623946371 ,1193,1,1,1,연락
p14,연구실,논문 읽기,1558623393657 ,1558624150580 ,756,2,5,5,카톡
p16,집,휴식,1558623506451 ,1558624232562 ,725,1,1,1,
p3,자취방,여가활동,1558623901085 ,1558624508869 ,607,3,3,1,
p16,집,휴식,1558624579056 ,1558625416327 ,837,1,1,1,
p6,기숙사,휴식,1558622130037 ,1558625464696 ,3335,5,4,3,독서를 하였음. 카톡 확인하려고 ㅎㅐㄴ드폰 사용
p2,집,휴식,1558623902966 ,1558625658400 ,1755,5,5,1,카톡
p11,집,휴식,1558625982175 ,1558626144447 ,162,4,4,4,잠깬 후 카톡
p4,자취방,공부,1558626174870 ,1558626250561 ,75,3,4,3,
p12,술집,알바,1558625998082 ,1558626558067 ,560,4,4,3,짬나는 시건에 카톡확인
p14,기숙사,세안,1558625289881 ,1558626618307 ,1328,5,3,3,카톡
p4,자취방,공부,1558626646588 ,1558626742978 ,95,4,3,4,
p23,도서관,공부,1558626320191 ,1558626750041 ,430,4,4,1,연락
p15,외출,과제,1558626300601 ,1558626889465 ,588,3,4,3,
p26,술집,식사,1558626798235 ,1558627056403 ,258,1,1,1,연락
p8,기숙사,컴퓨터,1558627292721 ,1558627308016 ,0,5,5,1,트위터
p26,술집,식사,1558627362065 ,1558627519447 ,157,3,3,1,욘락
p11,집,휴식,1558626957138 ,1558627579644 ,622,3,3,3,웹서핑중카톡
p32,도서관,공부,1558625632400 ,1558627626736 ,1995,3,3,3,면접준비중 심심해서
p13,집,휴식,1558627705287 ,1558627789483 ,84,4,4,2,누워서 영상시청
p15,외출,과제,1558627972290 ,1558627984339 ,192,3,3,3,
p10,집,기타,1558626811282 ,1558628277181 ,1466,4,5,2,
p3,자취방,여가활동,1558626467442 ,1558628598223 ,2131,3,3,1,
p27,식당,식사,1558627101420 ,1558628666243 ,1565,1,1,1,연락
p26,술집,식사,1558628624198 ,1558628824833 ,201,1,1,1,
p11,집,공부,1558628700016 ,1558628913137 ,213,4,4,4,자격증 공부 중 카톡
p3,자취방,여가활동,1558628846076 ,1558628985807 ,140,3,3,1,
p10,집,기타,1558628905106 ,1558629020010 ,115,4,5,2,
p32,도서관,공부,1558628649376 ,1558629773398 ,1124,3,3,3,면접준비중 신심해서
p16,집,휴식,1558629126447 ,1558630103326 ,977,1,1,1,알람 설정
p12,술집,음주,1558630241888 ,1558630245041 ,86,3,2,1,카톡 확인
p4,자취방,공부,1558624839869 ,1558625806834 ,967,4,4,3,
p21,기숙사,휴식,1558625099907 ,1558631141009 ,6041,4,2,2,웹서핑중 카톡
p1,후문,휴식,1558631105261 ,1558631907150 ,802,3,3,1,
p15,기숙사,외출준비,1558630002252 ,1558632210447 ,2208,3,3,2,
p22,집,게임,1558632490182 ,1558632517900 ,9364,4,3,2,알람설정
p27,식당,휴식,1558633518459 ,1558633820936 ,302,1,1,1,연락
p1,집,휴식,1558633056749 ,1558634065550 ,1009,3,3,1,
p21,기숙사,휴식,1558631401284 ,1558634380716 ,2980,4,2,2,웹서핑중 카톡
p1,집,휴식,1558634318050 ,1558634409847 ,92,3,3,1,
p12,술집,음주,1558634807784 ,1558634901872 ,94,3,2,1,카톡 확인
p34,동아리방,공연연습,1558635156915 ,1558635847166 ,690,5,5,4,카카오톡
p25,식당,여가활동,1558636793785 ,1558636893149 ,99,4,3,1,메신저
p31,집,공부,1558625965044 ,1558637329258 ,11364,3,3,2,게임제작하다 폰겜전환
p25,기숙사,여가활동,1558637251783 ,1558637593787 ,341,3,3,2,
p30,기숙사,공부,1558630801073 ,1558638844718 ,8044,5,4,4,
p25,기숙사,여가활동,1558638846197 ,1558638906585 ,61,4,3,1,메신저
p25,기숙사,여가활동,1558639095550 ,1558639112833 ,16,3,3,1,
p17,집,수면,1558632663637 ,1558643765292 ,11101,4,4,4,인터넷 접속
p7,집,수면,1558644629794 ,1558644651345 ,725,3,4,4,
p9,집,수면,1558644994851 ,1558647085380 ,18502,5,5,3,알람
p3,자취방,수면,1558632432082 ,1558648832582 ,16400,3,4,1,
p9,집,나갈준비,1558648818821 ,1558648997258 ,178,4,3,2,음악.머리감을동안
p9,집,목욕,1558649206870 ,1558649449003 ,242,4,3,2,톡
p24,집,수면,1558618739601 ,1558650031376 ,31291,4,4,4,
p32,집,수면,1558637552017 ,1558650638104 ,13086,3,3,3,수면 알림해베
p30,기숙사,수면,1558651259493 ,1558651313505 ,0,4,3,2,
p27,집,휴식,1558636219232 ,1558651891913 ,15672,1,1,1,",연락"
p8,기숙사,수면,1558628621783 ,1558652438770 ,23817,5,5,1,ㅇ
p23,집,수면,1558636662311 ,1558652441708 ,15780,5,5,5,ㅕ알람
p16,집,수면,1558647895710 ,1558652653156 ,4757,5,5,3,알람
p23,집,수면,1558654643082 ,1558654662005 ,195,4,4,1,연락
p8,기숙사,식사,1558655017630 ,1558655079206 ,61,5,5,1,
p20,기숙사,수면,1558627403070 ,1558655320457 ,27917,4,4,4,알람 끄기
p2,도서관,휴식,1558653931060 ,1558655410315 ,1479,1,1,1,
p7,집,수면,1558655717524 ,1558655724227 ,5099,3,4,4,
p19,집,수면,1558655473871 ,1558655734836 ,261,4,4,3,기상후 시간확인
p22,집,수면,1558639399341 ,1558656035080 ,16636,1,1,4,카톡
p20,기숙사,연구,1558655680844 ,1558656069767 ,389,4,4,4,
p20,기숙사,연구,1558656266845 ,1558656732210 ,465,4,4,4,시간 확인
p12,자취방,수면,1558641655090 ,1558656892776 ,15238,3,2,1,기상
p6,기숙사,수면,1558656949040 ,1558656993270 ,29504,4,4,5,카톡 답장. 메일 확인 하려고
p13,집,수면,1558652859118 ,1558657319023 ,4460,4,4,1,
p12,자취방,식사,1558657174813 ,1558657323064 ,148,2,2,1,밥먹으면서 카톡 확인
p23,강의실,수업,1558657200251 ,1558657339044 ,138,4,1,3,연락
p7,집,수면,1558657687799 ,1558657716243 ,1674,3,3,3,알람
p18,자취방,휴식,1558634432749 ,1558657876413 ,23443,4,4,4,
p17,집,수면,1558644033498 ,1558658100576 ,14066,4,4,4,카톡 확인
p7,집,수면,1558658111687 ,1558658119677 ,165,3,3,3,
p6,기숙사,양치,1558657568287 ,1558658228240 ,660,4,4,4,카톡 확인하려고
p4,자취방,공부,1558658374557 ,1558658384166 ,92,4,4,3,
p3,강의실,수업,1558658281086 ,1558658469984 ,189,3,4,2,수업 중 사전 사용을 위해서
p12,강의실,수업,1558658100108 ,1558658602360 ,502,4,5,5,웹툰보려고...
p16,집,휴식,1558658546872 ,1558658787782 ,241,3,3,1,연락확린
p20,기숙사,연구,1558658014343 ,1558659021223 ,1007,4,4,4,시간 확인
p21,기숙사,수면,1558651975331 ,1558659045853 ,7071,5,5,4,수면중카톡
p3,강의실,수업,1558659097534 ,1558659194661 ,97,3,3,1,
p1,집,수면,1558658887480 ,1558659235509 ,348,3,3,1,
p14,기숙사,수면,1558659403267 ,1558659426677 ,0,4,2,1,시계
p9,카페,수면,1558659098781 ,1558659580618 ,482,4,4,2,톡
p15,기숙사,수면,1558659250716 ,1558659616876 ,366,3,3,3,
p18,자취방,수면,1558658129040 ,1558659636451 ,1507,4,4,2,
p16,집,휴식,1558659577085 ,1558659723228 ,146,3,3,1,연락확인
p10,대중교통 길,기타,1558659701777 ,1558659745938 ,44,4,5,1,
p22,집,웹서핑,1558659383205 ,1558659887772 ,505,3,2,2,
p27,집,수면,1558654506030 ,1558660134270 ,5628,1,1,1,연락
p13,집,수면,1558652531082 ,1558652656045 ,124,4,4,1,
p13,집,수면,1558652531082 ,1558652656045 ,124,4,4,1,
p7,집,수면,1558659579732 ,1558660148908 ,569,3,3,3,
p24,집,세안 및 샤워,1558660141106 ,1558660149532 ,0,5,5,4,
p23,강의실,수업,1558660370673 ,1558660428732 ,57,5,5,5,알림
p13,집,수면,1558660332088 ,1558660453310 ,121,3,3,1,기싱후 전화
p5,학교,근로,1558659417187 ,1558660491831 ,1074,3,3,2,카톡
p7,집,수면,1558660506803 ,1558660528468 ,101,3,3,3,
p18,자취방,휴식,1558660590459 ,1558660851170 ,260,4,4,2,
p10,학교,기타,1558660816169 ,1558660859118 ,43,4,5,1,
p7,집,수면,1558660768572 ,1558661411554 ,642,3,3,3,
p15,기숙사,외출준비,1558661545292 ,1558661555742 ,0,3,2,2,
p9,카페,수다,1558661647328 ,1558661661759 ,15,4,4,3,톡
p7,집,수면,1558661648578 ,1558662015859 ,367,3,3,4,
p30,기숙사,수면,1558662320499 ,1558662346909 ,10820,4,4,2,
p5,학교,근로,1558660844850 ,1558662542702 ,1697,4,4,2,카톡
p7,집,준비,1558662571828 ,1558662606686 ,34,3,4,4,
p23,강의실,수업,1558662657078 ,1558662673681 ,153,4,4,3,연락
p20,기숙사,연구,1558661382244 ,1558662720822 ,1339,4,4,4,활동 x
